"company","product_type","product_name","product_description","insurance_type","discovered_place"
"Berjaya Sompo","H&P","Snatch Medz+","A comprehensive insurance plan cover up to RM1.2mil for accidental death and permanent disablement due to snatch; it also covers medical expenses, daily hospital income, loss of cash withdrawn from ATM and personal belonging, unauthorized transaction Touch 'n Go of e-wallet/bank accounts, car loan outstanding balance and domestic travel inconveniences. Everything from just less than RM1.10 per day!


Note : Click on ‘GET A QUOTE ONLINE’ to direct you to Berjaya Sompo Insurance Berhad website. Thereafter, CIMB Group Privacy Policy will cease to apply.
","General Insurance","Bank"
"Berjaya Sompo","H&P","Snatch Shield Plus","Get protected from snatch thefts and attempted snatch thefts, wherever and whenever you are, from as low as RM1 a month.

Note : Click on ‘GET A QUOTE ONLINE’ to direct you to Berjaya Sompo Insurance Berhad website. Thereafter, CIMB Group Privacy Policy will cease to apply.","General Insurance","Bank"
"Berjaya Sompo","Travel","Sompo Travel Plus","Travel worry-free with improved coverage and a fully-enhanced plan from as low as RM39.


Note : Click on ‘GET A QUOTE ONLINE’ to direct you to Berjaya Sompo Insurance Berhad website. Thereafter, CIMB Group Privacy Policy will cease to apply.","General Insurance","Bank"
"Etiqa","Life","AafiahCare Takaful","New An affordable plan to cover 68 Critical Illnesses.

68 Critical Illness coverage

Coverage includes mental illness, diabetes mellitus and angioplasty

5% cash payout for Critical Illness Care benefit

Khairat benefit of RM5,000

","Family Takaful","Insurer"
"Etiqa","Savings","Aatifa","A flexible and affordable Takaful Savings plan from just RM100 a month 

Maturity Cash Benefit

Regular Cash Payouts

Guaranteed Approval

Death Coverage

Accidental Death Benefit

","Life Insurance","Insurer"
"Etiqa","Savings, Savings/Investment","Aspire Insurance","Save for your child’s future tertiary education and get them covered with death and permanent disability (TPD) benefits

Cash reward for academic excellence

Insurance coverage for death and permanent disability (TPD)

Maturity benefit

","Life Insurance","Insurer"
"Etiqa","H&P","Buddy PA Insurance","Accident coverage for sport enthusiasts, victims of crime, women and family.

25% off when you buy online

Hospital cash allowance

Death and permanent disability benefit

Reimbursement for medical expenses

","General Insurance","Insurer"
"Etiqa","H&P","Car Accident Protection Special Insurance","Accident coverage for drivers and passengers

Covers passengers from 3 to 70 years old

Death and permanent disability benefit

Reimbursement for medical expenses

","General Insurance","Insurer"
"Etiqa","Motor","Car Insurance","A comprehensive car insurance plan available online via Maybank2u, MAE App, M2U App and Maybank branches / Auto Finance Centres.","General Insurance","Bank"
"Etiqa","Motor","Car Takaful","A Shariah-compliant car takaful plan available online via Maybank2u, MAE App, M2U App & Maybank branches / Auto Finance Centres.","General Takaful","Bank"
"Etiqa","H&P","Cash Care PA Insurance","An accident plan that adds value to your car insurance coverage

Death and permanent disability benefits for driver and passengers

24-hour breakdown assistance

Unlimited free towing service

RM500 cash allowance

","General Insurance","Insurer"
"Etiqa","Home","Credit Level Term Assurance","A single premium level term insurance plan","General Insurance","Bank"
"Etiqa","Home","Credit Level Term Takaful","A single contribution level term Takaful plan","General Takaful","Bank"
"Etiqa","Savings/Investment","Dynamic Invest","Invest & stay protected with a strategic plan","Life Insurance","Bank"
"Etiqa","Motor","EV Home Charger Coverage","Get coverage for your EV home charger when you sign up for a comprehensive Etiqa Motor Insurance plan.


Applicable for EV older than 1 year

Enjoy reimbursements of up to RM12,000 to replace or repair your EV home charger in the event of loss or damage.

Sign up for EV Home Charger Coverage via Etiqa or Maybank branches, our General Insurance agents or Etiqa Oneline at 1300 139139

","General Insurance","Insurer, Bank"
"Etiqa","Motor","EV Home Charger Takaful Coverage","Get coverage for your EV home charger when you sign up for a comprehensive Etiqa Motor Takaful plan.

Applicable for EV older than 1 year

Enjoy reimbursements of up to RM12,000 to replace or repair your EV home charger in the event of loss or damage

Sign up for EV Home Charger Takaful Coverage via Etiqa or Maybank branches, our General Takaful agents or Etiqa Oneline at 1300 139139

","General Takaful","Insurer"
"Etiqa","H&P/Medical/CI","EasyMedic","A medical plan that provides hospital and surgical benefits, and cashless admission for your family.

5% discount for a family package

Cashless hospital admission

Affordable premium

No medical check-up required

","Life Insurance","Insurer"
"Etiqa","Investment","ElitePlus Takafulink","Comprehensive coverage to add colour in your life.

Comprehensive Add-ons

Continuous Cover benefit

Loyalty Bonus

Death and Disability benefit

","Family Takaful","Insurer"
"Etiqa","Life","Enrich Life Plan Insurance","The versatile plan that lets you customise your and your family’s insurance coverage.

Choose from 13 riders to customise your coverage

Rider for female illnesses

Rider for critical illnesses

Rider for junior critical illnesses

Maternity rider

","Life Insurance","Insurer"
"Etiqa","H&P/Medical/CI","Etiqa Critical Care Insurance","New A critical illness plan you can purchase via direct online withdrawals from your EPF Account.

Direct from EPF Account

Covers 39 critical illnesses

Affordable premium

No medical check-up required

","Life Insurance","Insurer"
"Etiqa","H&P/Medical/CI","Etiqa Critical Care Plus","New Exclusive plan for EPF Member

Direct withdrawal from EPF Account

No medical check-up

Flexible coverage

Covers 42 Critical Illnesses and much more.

","Life Insurance","Insurer"
"Etiqa","H&P/Medical/CI","Etiqa Critical Care Takaful","New A critical illness plan you can sign-up for via direct online withdrawals from your EPF Account.

Direct from EPF Account

Covers 39 critical illnesses

Affordable contribution

No medical check-up required

","Family Takaful","Insurer"
"Etiqa","H&P/Medical/CI","Etiqa Critical Care Takaful Plus","New Exclusive plan for EPF Member

Direct withdrawal from EPF Account

No medical check-up

Flexible coverage

Covers 42 Critical Illnesses and much more.

","Family Takaful","Insurer"
"Etiqa","Home","Etiqa Home Secure Insurance","New Covers loss or damage to your building and/or contents caused by any of the following:

Flood

Fire

Lightning

Theft and many other unfortunate events

","General Insurance","Insurer"
"Etiqa","Life","Etiqa Life Secure Insurance","The plan that helps your business survive the financial consequences of losing a key person

Death and disability benefit

Premiums remain unchanged over the tenure

Benefit tenure flexibility

","Life Insurance","Insurer"
"Etiqa","Home","Etiqa Takaful Home Secure","New Covers loss or damage to your building and/or contents caused by any of the following:

Flood

Fire

Lightning

Theft and many other unfortunate events

","General Takaful","Insurer"
"Etiqa","Life","Etiqa Term Plus","New Exclusive plan for EPF Member

Direct withdrawal from EPF Account

Guaranteed Approval

Flexible Coverage

Coverage for death & disability and much more.

","Life Insurance","Insurer"
"Etiqa","Life","Etiqa Term Secure Insurance","New An insurance term plan you can purchase via direct online withdrawals from your EPF Account.

Direct from EPF Account

Guaranteed Approval

Affordable Premium

Coverage for Death & Disability

","Life Insurance","Insurer"
"Etiqa","Life","Etiqa Term Secure Takaful","New A takaful term plan you can sign-up for via direct online withdrawals from your EPF Account.

Direct from EPF Account

Guaranteed Approval

Affordable Contribution

Coverage for Death & Disability

","Family Takaful","Insurer"
"Etiqa","Life","Etiqa Term Takaful Plus","New Exclusive plan for EPF Member

Direct withdrawal from EPF Account

Guaranteed Approval

Flexible Coverage

Coverage for death & disability and much more.

","Family Takaful","Insurer"
"Etiqa","H&P","Ezy-Life Secure","It's never too early to start planning for the unexpected","General Insurance","Bank"
"Etiqa","Life","Ezy-Life Secure Insurance","The plan that gives you the flexibility to choose the benefit amount, tenure and the frequency of payments per year

Premiums remain unchanged

Death and disability benefit

Flexible frequency of payments

Flexible tenure of benefit

","Life Insurance","Insurer"
"Etiqa","Life","Ezy-Secure Insurance","The plan that gives a lump sum payment to the beneficiary in the event of death during the period of cover

No medical examination

Flexible plans to suit your need

Coverage from 21 to 80 years old

Death & Total Permanent Disability benefit

","Life Insurance","Insurer"
"Etiqa","Motor","FREE EV Home Charger Coverage Campaign","FREE EV Home Charger Coverage exclusively for newly registered Electric Vehicles (EV).


Enjoy reimbursements of up to RM12,000 to replace or repair your new EV home charger in the event of loss or damage due to unfortunate events

Sign up for your FREE EV Home Charger Coverage by 31 December 2024

Sign up for EV Home Charger Coverage via Etiqa or Maybank branches, our General Insurance agents or Etiqa Oneline at 1300 139139

","General Insurance","Insurer"
