insurer,bank_name,product_type,product_name,product_description,insurance_type,discovered_place
Etiqa,-,Motor,Tesla Ensure Insurance & Takaful,"Exclusive plan for Tesla Owners 
10% discount for Tesla Ensure Insurance/ Takaful for Tesla cars registered by 31st December 2024
COMPLIMENTARY BENEFITS

1st in Malaysia Complimentary EV Home Charger Coverage with sum insured/covered of up to RM12,000

Complimentary extended benefits for Tesla cars with Tesla Ensure

Up to 30% cash rebates with Drive Less Save More add-on

Free 24/7 Emergency Towing of up to 200km

Agreed Value up to 15 years

Nil Excess

ADD-ON BENEFITS WITH EXTRA PREMIUM/CONTRIBUTION

1st in Malaysia Portable Charging Cable Coverage of up to RM2,000

Key Care Cover Reimbursement of up to RM3,000

24/7 Unlimited Towing Mileage with RM15 top up

",General Takaful,Insurer
Etiqa,-,Motor,FREE EV Home Charger Coverage Campaign,"FREE EV Home Charger Coverage exclusively for newly registered Electric Vehicles (EV).


Enjoy reimbursements of up to RM12,000 to replace or repair your new EV home charger in the event of loss or damage due to unfortunate events

Sign up for your FREE EV Home Charger Coverage by 31 December 2024

Sign up for EV Home Charger Coverage via Etiqa or Maybank branches, our General Insurance agents or Etiqa Oneline at 1300 139139

",General Insurance,Insurer
Etiqa,-,Motor,FREE EV Home Charger Takaful Coverage Campaign,"FREE EV Home Charger Takaful Coverage exclusively for newly registered Electric Vehicles (EV).

Enjoy reimbursements of up to RM12,000 to replace or repair your new EV home charger in the event of loss or damage due to unfortunate events

Sign up for your FREE EV Home Charger Takaful Coverage by 31 December 2024

Sign up for EV Home Charger Takaful Coverage via Etiqa or Maybank branches, our General Takaful agents or Etiqa Oneline at 1300 139139

",General Takaful,Insurer
Etiqa,-,Motor,EV Home Charger Coverage,"Get coverage for your EV home charger when you sign up for a comprehensive Etiqa Motor Insurance plan.


Applicable for EV older than 1 year

Enjoy reimbursements of up to RM12,000 to replace or repair your EV home charger in the event of loss or damage.

Sign up for EV Home Charger Coverage via Etiqa or Maybank branches, our General Insurance agents or Etiqa Oneline at 1300 139139

",General Insurance,Insurer
Etiqa,-,Motor,EV Home Charger Takaful Coverage,"Get coverage for your EV home charger when you sign up for a comprehensive Etiqa Motor Takaful plan.

Applicable for EV older than 1 year

Enjoy reimbursements of up to RM12,000 to replace or repair your EV home charger in the event of loss or damage

Sign up for EV Home Charger Takaful Coverage via Etiqa or Maybank branches, our General Takaful agents or Etiqa Oneline at 1300 139139

",General Takaful,Insurer
Etiqa,-,Travel,TripCare 360 Insurance,"Get coverage for travel delays, loss of baggage, medical emergencies and other travel inconveniences.

25% rebate when you apply online

Cashless medical care

Coverage for loss of valuables and travel delays

Add-on options for adventurous activities

New COVID-19 coverage for your overseas travels

",General Insurance,Insurer
Etiqa,-,Travel,TripCare 360 Takaful,"Get coverage (with Shariah-compliant plan) for travel delays, loss of baggage, medical emergencies and other travel inconveniences.

25% rebate when you apply online

Cashless medical care

Coverage for loss of valuables and travel delays

Add-on options for adventurous activities

Cash back when you make no claims for the annual plan

New COVID-19 coverage for your overseas travels

",General Takaful,Insurer
Etiqa,-,Travel,Travel Ezy Insurance,"Get compensated for domestic flight delays

Get paid RM60 when your flight is delayed by 30 minutes or more

",General Insurance,Insurer
Etiqa,-,Travel,i-Travel Ezy Takaful,"Get compensated (with Shariah-compliant plan) for domestic flight delays.

Get paid RM60 when your flight is delayed by 30 minutes or more

",General Takaful,Insurer
Etiqa,-,Home,Houseowner and Householder Insurance,"Insure the building of your home and its contents, so that you don’t have to pay for damage and losses.

15% rebate when you buy online

Coverage against damages caused by fire, lightning, and domestic explosions

Coverage against damage caused by floods and landslides

Coverage for landlords

",General Insurance,Insurer
Etiqa,-,Home,Houseowner and Householder Takaful,"Protect the building of your home and its contents (with a Shariah-compliant plan), so that you don’t have to pay for damage and losses.

15% rebate when you apply online

Coverage against damages caused by fire, lightning, and domestic explosions

Coverage against damage caused by floods and landslides

Coverage for landlords

Cash back when you make no claims

",General Takaful,Insurer
Etiqa,-,Home,MyRumah Insurance,"Protect your home, its contents and more.

Get 15% off when you purchase online.

Coverage against damages caused by fire, lightning, and domestic explosion.

Coverage against damages caused by flood, storm and more

",General Insurance,Insurer
Etiqa,-,Home,MyRumah Takaful,"Protect your home, its contents and more.

15% rebate when you sign-up online

Coverage against damages caused by fire, lightning, and domestic explosion

Coverage against damages caused by flood, storm and more

",General Takaful,Insurer
Etiqa,-,Home,Etiqa Home Secure Insurance,"New Covers loss or damage to your building and/or contents caused by any of the following:

Flood

Fire

Lightning

Theft and many other unfortunate events

",General Insurance,Insurer
Etiqa,-,Home,Etiqa Takaful Home Secure,"New Covers loss or damage to your building and/or contents caused by any of the following:

Flood

Fire

Lightning

Theft and many other unfortunate events

",General Takaful,Insurer
Etiqa,-,Misc.,PAWer Insurance,"


Cashless admission to panel veterinary clinics & pet wellness centres

Veterinary and surgical coverage

Burial or cremation coverage

Third party liability coverage

",General Insurance,Insurer
Etiqa,-,Life,e-Takaful Hayat,"New This plan is available on aQme App. Download now to enjoy the following benefits:

Flexible Coverage

Affordable Contribution

Easy Application

Compassionate Benefit

",Family Takaful,Insurer
Etiqa,-,Life,Etiqa Term Plus,"New Exclusive plan for EPF Member

Direct withdrawal from EPF Account

Guaranteed Approval

Flexible Coverage

Coverage for death & disability and much more.

",Life Insurance,Insurer
Etiqa,-,Life,Etiqa Term Takaful Plus,"New Exclusive plan for EPF Member

Direct withdrawal from EPF Account

Guaranteed Approval

Flexible Coverage

Coverage for death & disability and much more.

",Family Takaful,Insurer
Etiqa,-,Life,i-Care OKU,"New A takaful plan designed for disabled persons (OKU)

Guaranteed approval

Affordable contribution

Provides cover for individuals with more than 1 disability

Get payout upon diagnosis and hospitalisation due to Dengue, COVID-19 and more

",Life Insurance,Insurer
Etiqa,-,Life,Etiqa Term Secure Insurance,"New An insurance term plan you can purchase via direct online withdrawals from your EPF Account.

Direct from EPF Account

Guaranteed Approval

Affordable Premium

Coverage for Death & Disability

",Life Insurance,Insurer
Etiqa,-,Life,Etiqa Term Secure Takaful,"New A takaful term plan you can sign-up for via direct online withdrawals from your EPF Account.

Direct from EPF Account

Guaranteed Approval

Affordable Contribution

Coverage for Death & Disability

",Family Takaful,Insurer
Etiqa,-,Life,i-Secure Takaful,"The plan that gives a lump sum payment to the beneficiary in the event of death during the period of cover

No medical examinaton

Flexible plans to suit your need

Coverage from 21 to 75 years old

Death & TPD benefit

",Family Takaful,Insurer
Etiqa,-,Life,Ezy-Life Secure Insurance,"The plan that gives you the flexibility to choose the benefit amount, tenure and the frequency of payments per year

Premiums remain unchanged

Death and disability benefit

Flexible frequency of payments

Flexible tenure of benefit

",Life Insurance,Insurer
Etiqa,-,Life,Ezy-Secure Insurance,"The plan that gives a lump sum payment to the beneficiary in the event of death during the period of cover

No medical examination

Flexible plans to suit your need

Coverage from 21 to 80 years old

Death & Total Permanent Disability benefit

",Life Insurance,Insurer
Etiqa,-,Life,i-DoubleSecure Takaful,"The plan that provides double the benefits if death or Total Permanent Disability is caused by an accident

Eligibility from 17 to 55 years old

Death & Total Permanent Disability benefit

Choose from three coverage sums

",Family Takaful,Insurer
Etiqa,-,Life,Mawaddah II Takaful,"An affordable protection plan to prepare your hibah.

Instant Approval

Affordable Contribution

Compassionate Benefit

Coverage for accidents

",Family Takaful,Insurer
Etiqa,-,Life,AafiahCare Takaful,"New An affordable plan to cover 68 Critical Illnesses.

68 Critical Illness coverage

Coverage includes mental illness, diabetes mellitus and angioplasty

5% cash payout for Critical Illness Care benefit

Khairat benefit of RM5,000

",Family Takaful,Insurer
Etiqa,-,Life,Etiqa Life Secure Insurance,"The plan that helps your business survive the financial consequences of losing a key person

Death and disability benefit

Premiums remain unchanged over the tenure

Benefit tenure flexibility

",Life Insurance,Insurer
Etiqa,-,Life,Enrich Life Plan Insurance,"The versatile plan that lets you customise your and your family’s insurance coverage.

Choose from 13 riders to customise your coverage

Rider for female illnesses

Rider for critical illnesses

Rider for junior critical illnesses

Maternity rider

",Life Insurance,Insurer
Etiqa,-,Life,Prisma Takaful,"The plan that provides coverage for your family from just RM50/month

Choose from 6 riders to customise your coverage

Eligibility entry age from 19 to 60 years

Get cash back when you make no claims

",Family Takaful,Insurer
Etiqa,-,Savings,MaxiW3alth,"It’s never too early to start thinking about how you want to share your wealth with your loved ones and safeguard their future.

Guaranteed Approval

Guaranteed Annual Cash Payouts

Retirement Celebration Benefit

Maturity Payout

Flexible Premium Payment Terms & Maturity Age

Death and TPD Coverage

",Life Insurance,Insurer
Etiqa,-,Savings,Aatifa,"A flexible and affordable Takaful Savings plan from just RM100 a month 

Maturity Cash Benefit

Regular Cash Payouts

Guaranteed Approval

Death Coverage

Accidental Death Benefit

",Life Insurance,Insurer
Etiqa,-,Savings,Triple Growth Insurance,"A short term commitment plan help your savings work harder to maximise your yearly returns

Short Premium Payment Term

Guaranteed Interim Cash Payment (ICP)

Death and total permanent disability benefits

Maturity benefit

",Life Insurance,Insurer
Etiqa,-,Savings,Harmoni Takaful,"A protection plan with a flexible savings plan from just RM70 a month

Get cashback when you make no claims

Partial withdrawal features

Boost your protection with nine protection riders

Death and total permanent disability benefits

Maturity benefit

",Family Takaful,Insurer
